author,content,description,photo_url,pub_date,source,title,url,combined_text,tokens,lems,keywords
Shoshana Wodinsky,"The Kübler-Ross grief cyclewhich you probably know better as the Five Stages of Griefisnt the type of thing youd typically associate with a company like Facebook. Hell, its not what youd associate wi… [+4199 chars]","The Kübler-Ross grief cycle—which you probably know better as the “Five Stages of Grief”—isn’t the type of thing you’d typically associate with a company like Facebook. Hell, it’s not what you’d associate with any company, period. The entire cycle is a deeply…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/2449946928f32103954552b58857f8fe.jpg",2021-09-22,Gizmodo.com,Facebook Admits Apple's iOS Privacy Updates Are Working,https://gizmodo.com/facebook-admits-apples-ios-privacy-updates-are-working-1847721868,facebook admits apple is ios privacy updates are working the kbler ross grief cyclewhich you probably know better as the five stages of griefisnt the type of thing youd typically associate with a company like facebook hell its not what youd associate wi  chars,"['facebook', 'admits', 'apple', 'ios', 'privacy', 'updates', 'working', 'kbler', 'ross', 'grief', 'cyclewhich', 'probably', 'know', 'better', 'five', 'stages', 'griefisnt', 'type', 'thing', 'youd', 'typically', 'associate', 'company', 'like', 'facebook', 'hell', 'youd', 'associate', 'wi', 'chars']",facebook admits apple io privacy update working kbler ross grief cyclewhich probably know better five stage griefisnt type thing youd typically associate company like hell wi char,"['facebook', 'admits', 'apple', 'ios', 'privacy', 'updates', 'working', 'kbler', 'ross', 'grief', 'cyclewhich', 'probably', 'know', 'better', 'five', 'stages', 'griefisnt', 'type', 'thing', 'youd', 'typically', 'associate', 'company', 'like', 'hell', 'wi', 'chars']"
Dell Cameron,"The Wall Street Journal on Tuesday published the latest in its investigative series The Facebook Files, diving even deeper into the ubiquitous platforms efforts to target and recruit young children.… [+3599 chars]","The Wall Street Journal on Tuesday published the latest in its investigative series “The Facebook Files,” diving even deeper into the ubiquitous platform’s efforts to target and recruit young children.Read more...","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/a2564b045fa1129701705c231b377b0c.jpg",2021-09-28,Gizmodo.com,Leaked Facebook Docs Depict Kids as 'Untapped' Wealth,https://gizmodo.com/leaked-facebook-docs-depict-kids-as-untapped-wealth-1847763431,leaked facebook docs depict kids as untapped wealth the wall street journal on tuesday published the latest in its investigative series the facebook files diving even deeper into the ubiquitous platforms efforts to target and recruit young children  chars,"['leaked', 'facebook', 'docs', 'depict', 'kids', 'untapped', 'wealth', 'wall', 'street', 'journal', 'tuesday', 'published', 'latest', 'investigative', 'series', 'facebook', 'files', 'diving', 'even', 'deeper', 'ubiquitous', 'platforms', 'efforts', 'target', 'recruit', 'young', 'children', 'chars']",leaked facebook doc depict kid untapped wealth wall street journal tuesday published latest investigative series file diving even deeper ubiquitous platform effort target recruit young child char,"['leaked', 'facebook', 'docs', 'depict', 'kids', 'untapped', 'wealth', 'wall', 'street', 'journal', 'tuesday', 'published', 'latest', 'investigative', 'series', 'files', 'diving', 'even', 'deeper', 'ubiquitous', 'platforms', 'efforts', 'target', 'recruit', 'young', 'children', 'chars']"
Lucas Ropek,"Representatives from Facebook will soon return to the hallowed halls of Congress where they will resume their favorite pastime: getting screamed at by legislators about how theyre ruining America.
T… [+2943 chars]",Representatives from Facebook will soon return to the hallowed halls of Congress where they will resume their favorite pastime: getting screamed at by legislators about how they’re ruining America. Read more...,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/1cd9389f1f7a67bbea66fb11a960adeb.jpg",2021-09-23,Gizmodo.com,Facebook to Appear at Senate Hearing After Leaked Research Shows Instagram's Harmful Effects,https://gizmodo.com/facebook-to-appear-at-senate-hearing-after-leaked-resea-1847733154,facebook to appear at senate hearing after leaked research shows instagram is harmful effects representatives from facebook will soon return to the hallowed halls of congress where they will resume their favorite pastime getting screamed at by legislators about how theyre ruining america t  chars,"['facebook', 'appear', 'senate', 'hearing', 'leaked', 'research', 'shows', 'instagram', 'harmful', 'effects', 'representatives', 'facebook', 'soon', 'return', 'hallowed', 'halls', 'congress', 'resume', 'favorite', 'pastime', 'getting', 'screamed', 'legislators', 'theyre', 'ruining', 'america', 'chars']",facebook appear senate hearing leaked research show instagram harmful effect representative soon return hallowed hall congress resume favorite pastime getting screamed legislator theyre ruining america char,"['facebook', 'appear', 'senate', 'hearing', 'leaked', 'research', 'shows', 'instagram', 'harmful', 'effects', 'representatives', 'soon', 'return', 'hallowed', 'halls', 'congress', 'resume', 'favorite', 'pastime', 'getting', 'screamed', 'legislators', 'theyre', 'ruining', 'america', 'chars']"
Lucas Ropek,A developer who created a browser extension designed to help Facebook users reduce their time spent on the platform says that the company responded by banning him and threatening to take legal action… [+2824 chars],A developer who created a browser extension designed to help Facebook users reduce their time spent on the platform says that the company responded by banning him and threatening to take legal action. Read more...,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/3b2229dd228b574216bff479ad810b9f.jpg",2021-10-08,Gizmodo.com,Facebook Banned the Creator of 'Unfollow Everything' and Sent Him a Cease and Desist Letter,https://gizmodo.com/facebook-banned-the-creator-of-unfollow-everything-and-1847826505,facebook banned the creator of unfollow everything and sent him a cease and desist letter a developer who created a browser extension designed to help facebook users reduce their time spent on the platform says that the company responded by banning him and threatening to take legal action  chars,"['facebook', 'banned', 'creator', 'unfollow', 'everything', 'sent', 'cease', 'desist', 'letter', 'developer', 'created', 'browser', 'extension', 'designed', 'help', 'facebook', 'users', 'reduce', 'time', 'spent', 'platform', 'says', 'company', 'responded', 'banning', 'threatening', 'take', 'legal', 'action', 'chars']",facebook banned creator unfollow everything sent cease desist letter developer created browser extension designed help user reduce time spent platform say company responded banning threatening take legal action char,"['facebook', 'banned', 'creator', 'unfollow', 'everything', 'sent', 'cease', 'desist', 'letter', 'developer', 'created', 'browser', 'extension', 'designed', 'help', 'users', 'reduce', 'time', 'spent', 'platform', 'says', 'company', 'responded', 'banning', 'threatening', 'take', 'legal', 'action', 'chars']"
Whitney Kimball,"Like an abusive partner, Facebook has convinced us that we have no options and well never be able to live without it. We had our chance with Ello, and we blew it, dumb fucks that we are. Now weve cha… [+2389 chars]","Like an abusive partner, Facebook has convinced us that we have no options and we’ll never be able to live without it. We had our chance with Ello, and we blew it, dumb fucks that we are. Now we’ve chained ourselves to harvesting content for Mark Zuckerberg u…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/7b3a3340a1a1068bc148eb0e336d9581.png",2021-10-07,Gizmodo.com,Here's an Idea: Everyone Only Gets 100 Posts,https://gizmodo.com/heres-an-idea-everyone-only-gets-100-posts-1847818213,here is an idea everyone only gets  posts like an abusive partner facebook has convinced us that we have no options and well never be able to live without it we had our chance with ello and we blew it dumb fucks that we are now weve cha  chars,"['idea', 'everyone', 'gets', 'posts', 'like', 'abusive', 'partner', 'facebook', 'convinced', 'us', 'options', 'well', 'never', 'able', 'live', 'without', 'chance', 'ello', 'blew', 'dumb', 'fucks', 'weve', 'cha', 'chars']",idea everyone get post like abusive partner facebook convinced u option well never able live without chance ello blew dumb fuck weve cha char,"['idea', 'everyone', 'gets', 'posts', 'like', 'abusive', 'partner', 'facebook', 'convinced', 'us', 'options', 'well', 'never', 'able', 'live', 'without', 'chance', 'ello', 'blew', 'dumb', 'fucks', 'weve', 'cha', 'chars']"
Victoria Song,"Even if you put aside its decidedly bug-eyed appearance, the leaked HTC Vive Flow is a baffling headset. By all accounts, its supposed to be a standalone consumer VR device thats made for activities … [+4701 chars]","Even if you put aside its decidedly bug-eyed appearance, the leaked HTC Vive Flow is a baffling headset. By all accounts, it’s supposed to be a standalone consumer VR device that’s made for activities like meditating and streaming media. It also will allegedl…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/15153b55121bbe918cc94be0699242d1.jpg",2021-10-13,Gizmodo.com,"HTC's New VR Headset Leaked, and It's the Weirdest-Looking One Yet",https://gizmodo.com/htcs-new-vr-headset-leaked-and-its-the-weirdest-lookin-1847856650,htc is new vr headset leaked and it is the weirdest looking one yet even if you put aside its decidedly bug eyed appearance the leaked htc vive flow is a baffling headset by all accounts its supposed to be a standalone consumer vr device thats made for activities  chars,"['htc', 'new', 'vr', 'headset', 'leaked', 'weirdest', 'looking', 'one', 'yet', 'even', 'put', 'aside', 'decidedly', 'bug', 'eyed', 'appearance', 'leaked', 'htc', 'vive', 'flow', 'baffling', 'headset', 'accounts', 'supposed', 'standalone', 'consumer', 'vr', 'device', 'thats', 'made', 'activities', 'chars']",htc new vr headset leaked weirdest looking one yet even put aside decidedly bug eyed appearance vive flow baffling account supposed standalone consumer device thats made activity char,"['htc', 'new', 'vr', 'headset', 'leaked', 'weirdest', 'looking', 'one', 'yet', 'even', 'put', 'aside', 'decidedly', 'bug', 'eyed', 'appearance', 'vive', 'flow', 'baffling', 'accounts', 'supposed', 'standalone', 'consumer', 'device', 'thats', 'made', 'activities', 'chars']"
Brianna Provenzano,"After a summer of opulence and excess comes the lean timethe long, dark winter, when resources must be hoarded and stretched. No one knows this better than the fat bears of Alaskas Katmai National Pa… [+7751 chars]","After a summer of opulence and excess comes the lean time—the long, dark winter, when resources must be hoarded and stretched. No one knows this better than the fat bears of Alaska’s Katmai National Park and Preserve.Read more...","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/5f8fae0911b8ae487f87c89b1ca6c227.png",2021-10-04,Gizmodo.com,Why We Need Fat Bear Week,https://gizmodo.com/why-we-need-fat-bear-week-1847793506,why we need fat bear week after a summer of opulence and excess comes the lean timethe long dark winter when resources must be hoarded and stretched no one knows this better than the fat bears of alaskas katmai national pa  chars,"['need', 'fat', 'bear', 'week', 'summer', 'opulence', 'excess', 'comes', 'lean', 'timethe', 'long', 'dark', 'winter', 'resources', 'must', 'hoarded', 'stretched', 'one', 'knows', 'better', 'fat', 'bears', 'alaskas', 'katmai', 'national', 'pa', 'chars']",need fat bear week summer opulence excess come lean timethe long dark winter resource must hoarded stretched one know better bear alaska katmai national pa char,"['need', 'fat', 'bear', 'week', 'summer', 'opulence', 'excess', 'comes', 'lean', 'timethe', 'long', 'dark', 'winter', 'resources', 'must', 'hoarded', 'stretched', 'one', 'knows', 'better', 'bears', 'alaskas', 'katmai', 'national', 'pa', 'chars']"
Trish Bendix,"People started noticing something was wrong this morning when they felt happy for more than 30 minutes. JAMES CORDEN
As the panic grew, Facebook did not say what might be causing the outage. Now, Im… [+720 chars]","“As the panic grew, Facebook did not say what might be causing the outage. Now, I’m no computer expert, but my theory is a just god?” Colbert joked.",https://static01.nyt.com/images/2021/10/05/arts/05latenight/05latenight-facebookJumbo.png,2021-10-05,New York Times,Stephen Colbert Kicks Facebook While It’s Down,https://www.nytimes.com/2021/10/05/arts/television/stephen-colbert-kicks-facebook-while-its-down.html,stephen colbert kicks facebook while it s down people started noticing something was wrong this morning when they felt happy for more than  minutes james corden as the panic grew facebook did not say what might be causing the outage now im  chars,"['stephen', 'colbert', 'kicks', 'facebook', 'people', 'started', 'noticing', 'something', 'wrong', 'morning', 'felt', 'happy', 'minutes', 'james', 'corden', 'panic', 'grew', 'facebook', 'say', 'might', 'causing', 'outage', 'im', 'chars']",stephen colbert kick facebook people started noticing something wrong morning felt happy minute james corden panic grew say might causing outage im char,"['stephen', 'colbert', 'kicks', 'facebook', 'people', 'started', 'noticing', 'something', 'wrong', 'morning', 'felt', 'happy', 'minutes', 'james', 'corden', 'panic', 'grew', 'say', 'might', 'causing', 'outage', 'im', 'chars']"
Ashley Southall,"How many more Maria Ambrocios do we have to mourn before the streets would be made safe again? the consulate said in the post, which referred to her as our kababayan, a term used to describe fellow F… [+1393 chars]","Maria Ambrocio, 58, who worked through the pandemic in a New Jersey hospital, was knocked down by a man who was fleeing after snatching a cellphone, the police said.",https://static01.nyt.com/images/2021/10/11/nyregion/11-TIMESSQUARE-01-PRINT/10timessquare-2-facebookJumbo.jpg,2021-10-10,New York Times,Nurse Dies After She Is Knocked to Ground in Times Square,https://www.nytimes.com/2021/10/10/nyregion/nurse-dies-times-square.html,nurse dies after she is knocked to ground in times square how many more maria ambrocios do we have to mourn before the streets would be made safe again the consulate said in the post which referred to her as our kababayan a term used to describe fellow f  chars,"['nurse', 'dies', 'knocked', 'ground', 'times', 'square', 'many', 'maria', 'ambrocios', 'mourn', 'streets', 'would', 'made', 'safe', 'consulate', 'said', 'post', 'referred', 'kababayan', 'term', 'used', 'describe', 'fellow', 'f', 'chars']",nurse dy knocked ground time square many maria ambrocios mourn street would made safe consulate said post referred kababayan term used describe fellow f char,"['nurse', 'dies', 'knocked', 'ground', 'times', 'square', 'many', 'maria', 'ambrocios', 'mourn', 'streets', 'would', 'made', 'safe', 'consulate', 'said', 'post', 'referred', 'kababayan', 'term', 'used', 'describe', 'fellow', 'f', 'chars']"
‘Sway’,"[THEME MUSIC] (SINGING) When you walk in the room, do you have sway?
kara swisher
Im Kara Swisher, and youre listening to Sway. My guest today is Anne Wojcicki. Shes the CEO of 23andMe. Over 12 mil… [+35048 chars]",C.E.O. Anne Wojcicki grapples with the ethical questions that come with building a business on customers’ personal information.,https://static01.nyt.com/images/2021/09/20/opinion/20sway-wojcicki-image/20sway-wojcicki-image-facebookJumbo.jpg,2021-09-20,New York Times,What Is 23andMe Doing With Your DNA?,https://www.nytimes.com/2021/09/20/opinion/23andme-dna.html,what is andme doing with your dna theme music singing when you walk in the room do you have sway kara swisher im kara swisher and youre listening to sway my guest today is anne wojcicki shes the ceo of andme over  mil  chars,"['andme', 'dna', 'theme', 'music', 'singing', 'walk', 'room', 'sway', 'kara', 'swisher', 'im', 'kara', 'swisher', 'youre', 'listening', 'sway', 'guest', 'today', 'anne', 'wojcicki', 'shes', 'ceo', 'andme', 'mil', 'chars']",andme dna theme music singing walk room sway kara swisher im youre listening guest today anne wojcicki shes ceo mil char,"['andme', 'dna', 'theme', 'music', 'singing', 'walk', 'room', 'sway', 'kara', 'swisher', 'im', 'youre', 'listening', 'guest', 'today', 'anne', 'wojcicki', 'shes', 'ceo', 'mil', 'chars']"
Erica L. Green,"The event was billed as a celebration of her accomplishments but felt more like a funeral with a program, prayers, dinner, tearful testimonies, gospel hymnals and an overwhelming sense of loss.
Its … [+1799 chars]","A Black superintendent’s email to parents after the killing of George Floyd engulfed a small, predominantly white Maryland community in a yearlong firestorm.",https://static01.nyt.com/images/2021/08/26/us/politics/00dc-superintendent1/00dc-superintendent1-facebookJumbo.jpg,2021-10-10,New York Times,Educator's Black Lives Matter Email Upends Her District,https://www.nytimes.com/2021/10/10/us/politics/maryland-superintendent-racism-black-lives-matter.html,educator is black lives matter email upends her district the event was billed as a celebration of her accomplishments but felt more like a funeral with a program prayers dinner tearful testimonies gospel hymnals and an overwhelming sense of loss its  chars,"['educator', 'black', 'lives', 'matter', 'email', 'upends', 'district', 'event', 'billed', 'celebration', 'accomplishments', 'felt', 'like', 'funeral', 'program', 'prayers', 'dinner', 'tearful', 'testimonies', 'gospel', 'hymnals', 'overwhelming', 'sense', 'loss', 'chars']",educator black life matter email upends district event billed celebration accomplishment felt like funeral program prayer dinner tearful testimony gospel hymnal overwhelming sense loss char,"['educator', 'black', 'lives', 'matter', 'email', 'upends', 'district', 'event', 'billed', 'celebration', 'accomplishments', 'felt', 'like', 'funeral', 'program', 'prayers', 'dinner', 'tearful', 'testimonies', 'gospel', 'hymnals', 'overwhelming', 'sense', 'loss', 'chars']"
The New York Times,"Daily Business Briefing
Oct. 6, 2021Updated Oct. 6, 2021, 5:35 a.m. ET
Oct. 6, 2021, 5:35 a.m. ET
By Jim Tankersley
As Washington dickers over raising the debt limit, the White House is offering … [+11209 chars]","‘A default would send shock waves through global financial markets,’ officials at the White House Council of Economic Advisers warned.",https://static01.nyt.com/images/2021/10/05/business/05kellogg-strike/merlin_195841380_a85f1892-4650-493e-b94b-d252b52d9db7-facebookJumbo.jpg,2021-10-06,New York Times,"As debt default looms, White House warns of financial crisis.",https://www.nytimes.com/live/2021/10/06/business/news-business-stock-market,as debt default looms white house warns of financial crisis daily business briefing oct  updated oct     a m et oct     a m et by jim tankersley as washington dickers over raising the debt limit the white house is offering  chars,"['debt', 'default', 'looms', 'white', 'house', 'warns', 'financial', 'crisis', 'daily', 'business', 'briefing', 'oct', 'updated', 'oct', 'et', 'oct', 'et', 'jim', 'tankersley', 'dickers', 'raising', 'debt', 'limit', 'white', 'house', 'offering', 'chars']",debt default loom white house warns financial crisis daily business briefing oct updated et jim tankersley dickers raising limit offering char,"['debt', 'default', 'looms', 'white', 'house', 'warns', 'financial', 'crisis', 'daily', 'business', 'briefing', 'oct', 'updated', 'et', 'jim', 'tankersley', 'dickers', 'raising', 'limit', 'offering', 'chars']"
Kara Swisher,"When it comes to entertainment, viewers are increasingly using a range of digital tools, from mobile phones to large televisions with on-demand service, that dont include movie theaters. My own teen … [+2650 chars]",More of us are watching movies at home. Will Hollywood ever adapt?,https://static01.nyt.com/images/2021/10/12/opinion/12Swisher-image/12Swisher-image-facebookJumbo.jpg,2021-10-13,New York Times,Can Hollywood Adapt to Streaming?,https://www.nytimes.com/2021/10/12/opinion/streaming-pandemic-nondisclosure.html,can hollywood adapt to streaming when it comes to entertainment viewers are increasingly using a range of digital tools from mobile phones to large televisions with on demand service that dont include movie theaters my own teen  chars,"['hollywood', 'adapt', 'streaming', 'comes', 'entertainment', 'viewers', 'increasingly', 'using', 'range', 'digital', 'tools', 'mobile', 'phones', 'large', 'televisions', 'demand', 'service', 'dont', 'include', 'movie', 'theaters', 'teen', 'chars']",hollywood adapt streaming come entertainment viewer increasingly using range digital tool mobile phone large television demand service dont include movie theater teen char,"['hollywood', 'adapt', 'streaming', 'comes', 'entertainment', 'viewers', 'increasingly', 'using', 'range', 'digital', 'tools', 'mobile', 'phones', 'large', 'televisions', 'demand', 'service', 'dont', 'include', 'movie', 'theaters', 'teen', 'chars']"
Maria Cramer,"Im sure the judge was intending to send a message to people who would be involved in like hoaxes, which is important, said Ms. Gertner, now a lecturer at Harvard Law School. The question is whether h… [+1544 chars]","Christopher Charles Perez, 40, wrote on Facebook last year that he had paid someone who was infected with the coronavirus to lick groceries at a San Antonio supermarket, federal prosecutors said.",https://static01.nyt.com/images/2021/10/06/lens/06xp-covidhoax1/06xp-covidhoax1-facebookJumbo.jpg,2021-10-06,New York Times,Texas Man Is Sentenced to 15 Months for Online Covid-19 Hoax,https://www.nytimes.com/2021/10/06/us/christopher-charles-perez-covid-licking.html,texas man is sentenced to  months for online covid  hoax im sure the judge was intending to send a message to people who would be involved in like hoaxes which is important said ms gertner now a lecturer at harvard law school the question is whether h  chars,"['texas', 'man', 'sentenced', 'months', 'online', 'covid', 'hoax', 'im', 'sure', 'judge', 'intending', 'send', 'message', 'people', 'would', 'involved', 'like', 'hoaxes', 'important', 'said', 'ms', 'gertner', 'lecturer', 'harvard', 'law', 'school', 'question', 'whether', 'h', 'chars']",texas man sentenced month online covid hoax im sure judge intending send message people would involved like hoax important said m gertner lecturer harvard law school question whether h char,"['texas', 'man', 'sentenced', 'months', 'online', 'covid', 'hoax', 'im', 'sure', 'judge', 'intending', 'send', 'message', 'people', 'would', 'involved', 'like', 'hoaxes', 'important', 'said', 'ms', 'gertner', 'lecturer', 'harvard', 'law', 'school', 'question', 'whether', 'h', 'chars']"
Dave Itzkoff,"At the Weekend Update desk, the anchors Colin Jost and Michael Che riffed on Facebooks troubled week, in which a whistle-blower, Frances Haugen, testified about the companys internal research, and th… [+1224 chars]","Kardashian West hosted an episode featuring the musical guest Halsey and a parade of celebrity cameos that included John Cena, Chris Rock and Amy Schumer.",https://static01.nyt.com/images/2021/10/10/arts/10snl/10snl-facebookJumbo.png,2021-10-10,New York Times,Kim Kardashian West Takes Aim at Herself in ‘S.N.L.’ Monologue,https://www.nytimes.com/2021/10/10/arts/television/snl-kim-kardashian-west-halsey.html,kim kardashian west takes aim at herself in s n l monologue at the weekend update desk the anchors colin jost and michael che riffed on facebooks troubled week in which a whistle blower frances haugen testified about the companys internal research and th  chars,"['kim', 'kardashian', 'west', 'takes', 'aim', 'n', 'l', 'monologue', 'weekend', 'update', 'desk', 'anchors', 'colin', 'jost', 'michael', 'che', 'riffed', 'facebooks', 'troubled', 'week', 'whistle', 'blower', 'frances', 'haugen', 'testified', 'companys', 'internal', 'research', 'th', 'chars']",kim kardashian west take aim n l monologue weekend update desk anchor colin jost michael che riffed facebooks troubled week whistle blower france haugen testified company internal research th char,"['kim', 'kardashian', 'west', 'takes', 'aim', 'n', 'l', 'monologue', 'weekend', 'update', 'desk', 'anchors', 'colin', 'jost', 'michael', 'che', 'riffed', 'facebooks', 'troubled', 'week', 'whistle', 'blower', 'frances', 'haugen', 'testified', 'companys', 'internal', 'research', 'th', 'chars']"
The New York Times,"By Noam Scheiber
Some 10,000 unionized workers at the agriculture equipment maker Deere &amp; Company went on strike early Thursday after overwhelmingly rejecting a contract proposal worked out with… [+9509 chars]",Unionized workers at the agriculture equipment maker went on strike after rejecting a contract proposal. Here’s the latest in business news.,https://static01.nyt.com/images/2021/11/13/business/13economy-briefing-deere/13economy-briefing-deere-facebookJumbo.jpg,2021-10-14,New York Times,Thousands of Workers at John Deere Strike Over Contract,https://www.nytimes.com/live/2021/10/14/business/news-business-stock-market,thousands of workers at john deere strike over contract by noam scheiber some   unionized workers at the agriculture equipment maker deere amp company went on strike early thursday after overwhelmingly rejecting a contract proposal worked out with  chars,"['thousands', 'workers', 'john', 'deere', 'strike', 'contract', 'noam', 'scheiber', 'unionized', 'workers', 'agriculture', 'equipment', 'maker', 'deere', 'amp', 'company', 'went', 'strike', 'early', 'thursday', 'overwhelmingly', 'rejecting', 'contract', 'proposal', 'worked', 'chars']",thousand worker john deere strike contract noam scheiber unionized agriculture equipment maker amp company went early thursday overwhelmingly rejecting proposal worked char,"['thousands', 'workers', 'john', 'deere', 'strike', 'contract', 'noam', 'scheiber', 'unionized', 'agriculture', 'equipment', 'maker', 'amp', 'company', 'went', 'early', 'thursday', 'overwhelmingly', 'rejecting', 'proposal', 'worked', 'chars']"
The New York Times,"Scientific advisers to the Centers for Disease Control and Prevention will take up a thorny challenge on Thursday: Who qualifies for the new Pfizer-BioNTech coronavirus booster and why?
On Wednesday… [+9714 chars]",A decision is expected on Thursday on that thorny question. And Alaska’s hospitals are struggling in latest coronavirus surge.,https://static01.nyt.com/images/2021/09/23/lens/23virus-briefing-cdc-meeting1/23virus-briefing-cdc-meeting1-facebookJumbo.jpg,2021-09-23,New York Times,"After F.D.A. Approval, C.D.C. Is Set to Decide Who Qualifies for Booster Shots",https://www.nytimes.com/live/2021/09/23/world/covid-delta-variant-vaccine,after f d a approval c d c is set to decide who qualifies for booster shots scientific advisers to the centers for disease control and prevention will take up a thorny challenge on thursday who qualifies for the new pfizer biontech coronavirus booster and why on wednesday  chars,"['f', 'approval', 'c', 'c', 'set', 'decide', 'qualifies', 'booster', 'shots', 'scientific', 'advisers', 'centers', 'disease', 'control', 'prevention', 'take', 'thorny', 'challenge', 'thursday', 'qualifies', 'new', 'pfizer', 'biontech', 'coronavirus', 'booster', 'wednesday', 'chars']",f approval c set decide qualifies booster shot scientific adviser center disease control prevention take thorny challenge thursday new pfizer biontech coronavirus wednesday char,"['f', 'approval', 'c', 'set', 'decide', 'qualifies', 'booster', 'shots', 'scientific', 'advisers', 'centers', 'disease', 'control', 'prevention', 'take', 'thorny', 'challenge', 'thursday', 'new', 'pfizer', 'biontech', 'coronavirus', 'wednesday', 'chars']"
The New York Times,"Daily Business Briefing
Oct. 4, 2021Updated Oct. 4, 2021, 8:00 a.m. ET
Oct. 4, 2021, 8:00 a.m. ET
By Stanley Reed
Officials from OPEC, Russia and other oil producers are expected to meet Monday b… [+16263 chars]","Some analysts expect the group, known as OPEC Plus, to sign off on a plan to increase production by a modest 400,000 barrels a day next month, under a deal reached in July.",https://static01.nyt.com/images/2021/10/04/business/04econ-brf-opec/merlin_195791172_508fb755-b7c2-4e5f-a329-7eeea8f605fa-facebookJumbo.jpg,2021-10-04,New York Times,OPEC and its allies will meet to decide whether to raise oil output.,https://www.nytimes.com/live/2021/10/04/business/news-business-stock-market,opec and its allies will meet to decide whether to raise oil output daily business briefing oct  updated oct     a m et oct     a m et by stanley reed officials from opec russia and other oil producers are expected to meet monday b  chars,"['opec', 'allies', 'meet', 'decide', 'whether', 'raise', 'oil', 'output', 'daily', 'business', 'briefing', 'oct', 'updated', 'oct', 'et', 'oct', 'et', 'stanley', 'reed', 'officials', 'opec', 'russia', 'oil', 'producers', 'expected', 'meet', 'monday', 'b', 'chars']",opec ally meet decide whether raise oil output daily business briefing oct updated et stanley reed official russia producer expected monday b char,"['opec', 'allies', 'meet', 'decide', 'whether', 'raise', 'oil', 'output', 'daily', 'business', 'briefing', 'oct', 'updated', 'et', 'stanley', 'reed', 'officials', 'russia', 'producers', 'expected', 'monday', 'b', 'chars']"
The New York Times,"By Raymond Zhong
Foxconn, the Taiwanese electronics giant that assembles Apples iPhones, on Monday showed off the first physical fruits of its effort to become a major player in electric vehicles: a… [+10115 chars]",The company known for making iPhones presented three electric vehicles that can serve as a basis for working with car companies.,https://static01.nyt.com/images/2021/10/18/business/18economy-briefing-foxconn-car/18economy-briefing-foxconn-car-facebookJumbo.jpg,2021-10-18,New York Times,Foxconn Unveils Prototypes in Push to Produce Electric Cars,https://www.nytimes.com/live/2021/10/18/business/news-business-stock-market,foxconn unveils prototypes in push to produce electric cars by raymond zhong foxconn the taiwanese electronics giant that assembles apples iphones on monday showed off the first physical fruits of its effort to become a major player in electric vehicles a  chars,"['foxconn', 'unveils', 'prototypes', 'push', 'produce', 'electric', 'cars', 'raymond', 'zhong', 'foxconn', 'taiwanese', 'electronics', 'giant', 'assembles', 'apples', 'iphones', 'monday', 'showed', 'first', 'physical', 'fruits', 'effort', 'become', 'major', 'player', 'electric', 'vehicles', 'chars']",foxconn unveils prototype push produce electric car raymond zhong taiwanese electronics giant assembles apple iphones monday showed first physical fruit effort become major player vehicle char,"['foxconn', 'unveils', 'prototypes', 'push', 'produce', 'electric', 'cars', 'raymond', 'zhong', 'taiwanese', 'electronics', 'giant', 'assembles', 'apples', 'iphones', 'monday', 'showed', 'first', 'physical', 'fruits', 'effort', 'become', 'major', 'player', 'vehicles', 'chars']"
